index	episode	episode_name	segment	type	actor	character	detail	record_date	series	transmission_date
15859	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"Oh, no, I didn't mean that, sir."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15860	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Is he a lord or something?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15861	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"Oh, no, not at all."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15862	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Well look, this is very easy to settle. What is his name?."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15863	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	What is his name?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15864	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	Well... er...	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15865	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Yes?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15866	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	Michael Ellis.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15867	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Who?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15868	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	I see.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15869	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"Do you know him, sir?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15870	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Er ... Michael Ellis. Michael Ellis...	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15871	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	You don't	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15872	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Well, I don't remember the name."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15873	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"I think you would remember him, sir."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15874	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Why do you say that?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15875	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"Well, would you remember a man six foot nine inches high, fortyish, and he's got a long scar from here to here and absolutely no nose?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15876	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"... oh, I think I do remember somebody like that..."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15877	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"Well, that's not Michael Ellis."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15878	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	What?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15879	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	He's a small man about this high with a high-pitched voice.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15880	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Right, I'm not going to buy an ant from you now."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15882	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"Oh, no, please."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15883	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	No. You've not been properly trained. I demand another assistant.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15884	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"Oh, no, come on... please..."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15885	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"No, I want"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15886	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue		Chris	another assistant	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15887	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15888	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	All right! I'll get another assistant.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15890	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Thank you.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15893	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"Hello sir, can I help you, sir?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15894	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"No, I want a"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15895	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue		Chris	different	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15896	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	assistant.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15897	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	I	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15898	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue		First Assistant	am	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15899	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"sir, I'm Mr Abanazar, sir."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15900	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Don't be silly.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15902	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"Oh no, please please please let me help you..."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15903	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	No! I want another assistant.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15904	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"Oh, no, come on, please..."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15905	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	If you don't give me another assistant...	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15906	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"No, no, I'll be very good, sir, really."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15908	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"Good morning, sir... how are you, sir... bit parky outside today... isn't it, sir... ? A very nice suit you've got there, sir... you had a very close shave this morning, sir..."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15909	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Right I'm going!	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15910	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"No, no, please..."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15914	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Second Assistant	Woooooo ....ooooooo...	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15915	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	It's not him!	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15919	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	!	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15920	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"Oh please, give him a chance!"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15921	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	No!	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15923	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Second Assistant	"Yes, sir, can I be of any assistance?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15924	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Oh no, come on, don't try that!"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15925	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Second Assistant	"I'm sorry, sir... try what?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15926	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	You know perfectly well what I mean.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15927	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Second Assistant	"I'm afraid I don't, sir."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15928	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	You were down behind there with a silly mask on going wooo-ooo...	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15929	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Second Assistant	"I don't think I was, sir."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15930	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"All right, get the manager."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15931	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Second Assistant	"There seems to have been some sort of misunderstanding, sir."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15932	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Manager!	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15933	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	"This is the manager, sir."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15935	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Second Assistant	"Yes, I'm the manager."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15937	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Second Assistant	"It's a smashing store this, I can't recommend it too highly, well-lit, rat-free. It's a joy to manage. Oh yes, the freshest haddock in London, second floor, third floor Ribena, ants here, television and flame throwers over there, behind them our dinner-wagon exhibition closes at six..."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15939	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	Quick!	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15941	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	"Yes, sir? Can I help you, sir?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15943	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Yes, I want to complain about the assistants on this counter."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15944	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	"I'm sorry to hear that, sir, which ones?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15945	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Well, they're hiding now."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15946	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	Sir?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15947	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"They're hiding, down there behind the counter."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15948	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	"I see, sir."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15950	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	"... well... there's nobody down here, sir."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15951	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"They must have crawled through here, and made their escape through 'Soft Toys'."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15953	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	"Yes, of course."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15954	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	They were wearing masks and making silly noises and one of them pretended to be the manager. He spoke like this..	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15956	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	"Ah! I think I've got it, sir, I think I've got it! It's rag week."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15957	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Ragweek?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15958	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	"Yes, you know, for charity, sir."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15959	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Oh! I see. Some local college or university?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15960	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	"No, no it's the"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15961	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue		Real Manager	store's	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15962	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	rag week.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15963	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	The	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15964	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue		Chris	store's	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15965	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	rag week?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15966	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	Yes. The senior staff don't join in much - it's for the trainees really...	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15967	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	It's not very good for business is it?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15968	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	"Oh, It's for charity, sir. People are awfully good about it, you know."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15970	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Yes, yes, of course."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15972	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	"Right, sir, I'll get you a senior assistant - ants, was it?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15973	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Yes, please."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15976	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	"Could you look after this gentleman, Mr Snetterton?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15977	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	I don't want him!	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15978	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	Oh	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15979	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue		First Assistant	please!	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15980	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Graham Chapman	First Assistant	Give me a chance!	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15981	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Terry Jones	Real Manager	All right - Mr Hartford!	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15982	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Hartford	"Yes - good morning, sir - can I help you?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15983	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Yes, please, I'm interested in buying an ant."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15984	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Hartford	"Ah yes - and what price were you thinking of paying, sir?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15985	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Oh, well, I hadn't actually got as far as that."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15986	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Hartford	"Well sir, they start about half a p. but they can go as high as three p. or even three and a half p. for a champion - inflation I'm afraid..."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15987	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Well, I should think one about one and a half p., please."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15988	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Hartford	"Ah yes, well you should get a very serviceable little animal for that, sir. Quite frankly the half pence ones are a bit on the mangy side ... What length was sir thinking of?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15989	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Oh ... medium?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15990	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Hartford	"Medium. Medium. Here we are, sir."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15992	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Hartford	"That one there is an Ayrshire, and that one there is a King George bitch I think ... and that one killing the little flitbat is an Afghan."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15993	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	That's a nice one.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15994	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Hartford	"Let's see how you get on with him, eh?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15996	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Hartford	"Ah yes, he likes you. He's taken to you."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15997	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	What do you feed them on?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15998	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Hartford	Blancmange.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
15999	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	Blancmange?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
16000	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Hartford	"I'm sorry. I don't know why I said that. No, you don't feed them at all."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
16001	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	"Well, what do they live on?"	10/19/1974 0:00	2-Apr	11/7/1974 0:00
16002	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Hartford	They don't. They die.	10/19/1974 0:00	2-Apr	11/7/1974 0:00
16003	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Eric Idle	Chris	They die?	10/19/1974 0:00	2-Apr	11/7/1974 0:00
16004	41	Episode Forty-one: Michael Ellis	Buying an ant	Dialogue	Michael Palin	Hartford	"Well of course they do, if you don't feed them."	10/19/1974 0:00	2-Apr	11/7/1974 0:00
